"analysis_name","category","group_a","group_b","group_a_n","group_b_n","category_total_n","group_a_pct","group_b_pct","group_a_minus_group_b_percentage_points","within_category_group_a_rate_pct","expected_group_a_n_under_independence","expected_group_b_n_under_independence","observed_minus_expected_group_a_n","observed_to_expected_group_a_ratio","chi_square_statistic","degrees_of_freedom","cramers_v","concentration_band","minimum_expected_cell_count","expected_cells_below_5_n","expected_cells_below_1_n","sparse_cell_warning","reproduction_pass","row_order_invariance_pass"
"icb","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",78,5,83,1.28564364595352,7.93650793650794,-6.65086429055442,93.9759036144578,82.1469820554649,0.853017944535073,-4.14698205546493,0.94951753610784,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",83,1,84,1.36805670018131,1.58730158730159,-0.219244887120279,98.8095238095238,83.136704730832,0.863295269168026,-0.13670473083198,0.998355663346598,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Birmingham and Solihull Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",174,1,175,2.86797428712708,1.58730158730159,1.28067269982549,99.4285714285714,173.201468189233,1.79853181076672,0.798531810766718,1.00461042171937,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Black Country Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",168,0,168,2.76907862205373,0,2.76907862205373,100,166.273409461664,1.72659053833605,1.72659053833604,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",70,1,71,1.15378275918906,1.58730158730159,-0.433518828112532,98.5915492957746,70.2703099510604,0.729690048939641,-0.270309951060355,0.996153283637875,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",150,2,152,2.47239162683369,3.17460317460317,-0.702211547769484,98.6842105263158,150.437846655791,1.56215334420881,-0.437846655791191,0.997089517927008,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Cambridgeshire and Peterborough Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",85,0,85,1.40102192187242,0,1.40102192187242,100,84.126427406199,0.873572593800979,0.873572593800972,1.0103840448327,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Cheshire and Merseyside Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",330,4,334,5.43926157903412,6.34920634920635,-0.909944770172229,98.8023952095808,330.567373572594,3.4326264274062,-0.567373572593795,0.998283637110154,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Cornwall and the Isles of Scilly Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",54,1,55,0.890060985660129,1.58730158730159,-0.697240601641459,98.1818181818182,54.4347471451876,0.565252854812398,-0.4347471451876,0.992013425835743,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
"icb","NHS Coventry and Warwickshire Integrated Care Board","NATIONAL_ANALYTICAL_COHORT","NATIONAL_EXCLUDED",118,1,119,1.94494807977584,1.58730158730159,0.357646492474249,99.1596638655462,117.776998368679,1.22300163132137,0.223001631321367,1.00189342260722,82.275808539625,41,0.115852615305059,"Moderate",0.513866231647635,42,14,TRUE,TRUE,TRUE
