practices,comparator_features,excluded_comparator_features,practices_removed,wholly_other_unknown_practices,representative_candidate,parsimonious_candidate,principal_feature_reference,raw_to_canonical_mapping,ari_14_vs_12_k3,nmi_14_vs_12_k3,aligned_agreement_14_vs_12_k3,reassigned_practices_14_vs_12_k3,requires_additional_selection_before_gmm_screen,next_stage
6067,12,ocs_clinical_share; ocs_administrative_share,0,323,K-Means k=3,K-Means k=2,14-feature K-Means k=3,"{1: 1, 2: 2, 3: 3}",0.7609004448721125,0.6957518264466065,0.9164331630130212,507,False,"Screen GMM component counts and covariance structures on the same 6,067 x 12 matrix"
