practice_code_standardised,profile,kmeans_silhouette,gmm_maximum_posterior,gmm_retention_share,kmeans_gmm_disagreement
D82106,2,0.1219476786374933,0.9640265160464316,1.0,True
D82600,2,0.1042328042860422,0.9998654389929772,1.0,True
D82604,2,0.0841925128529172,0.8225250417876907,1.0,True
D82618,2,0.0478009805233903,0.941914315436201,1.0,False
D82621,2,0.0501289138177334,0.9516937617103404,1.0,True
D82624,2,0.197789543830697,0.9995326987587076,1.0,False
D82628,2,0.1562571816095238,0.7780253003724898,1.0,True
D83001,3,0.1545257205440468,0.9022128708197424,1.0,False
D83002,2,0.2334976789408633,0.997907721511832,1.0,False
D83003,2,0.1555611340793112,0.8621487225056841,1.0,True
D83004,3,0.1513353144172911,0.9361906203881822,1.0,False
D83005,3,0.033544095127751,0.5743046049137648,0.9666666666666668,True
D83006,2,0.0401622917254371,0.6368903619603409,1.0,True
D83007,2,0.1484522605650006,0.9911337513586058,1.0,False
D83008,3,0.2794065101095791,0.9937509844194996,1.0,False
D83009,3,0.0325368721562461,0.6327474722897183,0.9333333333333332,True
D83010,2,0.2425475937832174,0.996719483394818,1.0,False
D83011,2,0.2087702486856585,0.9980637962110668,1.0,False
D83012,1,-0.0208431413093726,0.9919573104254444,1.0,False
D83013,2,0.2562906877520377,0.99859619601959,1.0,False
D83015,3,0.087262557644984,0.9999921867416348,1.0,True
D83016,2,0.1953602252396656,0.9974496349195608,1.0,False
D83017,3,0.2425912806319717,0.9994614179395148,1.0,False
D83018,3,0.311407114629145,0.9999857786700442,1.0,False
D83019,2,0.1532714095049462,0.9923785586982032,1.0,False
D83020,2,0.1528062752819965,0.9837641879930236,1.0,False
D83021,3,0.164421292576063,0.9380208597319972,1.0,False
D83023,2,0.2125855493668911,0.9985828996620316,1.0,False
D83024,2,0.0193592630891539,0.9160272784765776,1.0,False
D83026,3,0.1974755646514248,0.99935795408442,1.0,False
D83027,2,0.0691784528573319,0.9150877664818786,1.0,False
D83028,2,0.0311459434628312,0.8928529235634914,1.0,False
D83029,3,0.0549415714666072,0.7852611877467859,1.0,True
D83030,3,0.1071640237726686,0.8703185072869615,1.0,False
D83033,3,0.3192902462762089,0.9999072755029368,1.0,False
D83034,2,0.0973947659286632,0.9649228495192134,1.0,True
D83035,3,0.0501377201184391,0.9850323162573876,1.0,True
D83037,3,0.2977111838671135,0.9999643615349106,1.0,False
D83038,3,0.1628629042693266,0.9852731056172732,1.0,False
D83040,2,0.2870890470210536,0.9700974992413772,1.0,False
D83041,3,0.0332862719195582,0.9958739377842472,1.0,True
D83043,2,0.0691941612514474,0.6496540994610406,0.9666666666666668,False
D83044,3,0.0236933309547104,0.9912342776877836,1.0,True
D83045,3,0.3123130069312643,0.9998635039837044,1.0,False
D83046,3,0.1392476563770986,0.9757640151497544,1.0,False
D83047,3,0.1900003849384786,0.9963892722476528,1.0,False
D83048,3,0.2399360737470424,0.9989570209507498,1.0,False
D83049,2,0.2013708120161345,0.9988668041210624,1.0,False
D83050,2,0.1217254772803939,0.9808434466140038,1.0,True
D83051,3,0.1043742123332877,0.9998669146051408,1.0,True
D83053,2,0.0660397641265214,0.9325468996913936,1.0,False
D83054,2,0.0256747065147495,0.8772949019965226,1.0,False
D83055,3,0.2805208211230861,0.9853577598398324,1.0,False
D83056,1,0.0068273279665368,0.8741891811116059,1.0,True
D83057,2,0.1258993850070027,0.98724838515671,1.0,False
D83059,1,-0.0112882163950835,0.9038282490988312,1.0,False
D83060,2,0.1669012427295765,0.9916520532119086,1.0,False
D83061,2,0.2931807251378041,0.9898960878307208,1.0,False
D83062,3,0.2397418132217328,0.9996889255471078,1.0,False
D83067,3,0.0063658093916052,0.9931529097070738,1.0,True
D83069,2,0.0998935340221208,0.9949434980894104,1.0,True
D83070,2,0.2069329928541434,0.9938393670103466,1.0,True
D83073,1,0.0287433887229576,0.9993927415864716,1.0,False
D83074,3,0.0137854470170594,0.741887742527579,1.0,True
D83075,2,0.2050368955747301,0.9832383522975312,1.0,False
D83076,2,0.1164764179811552,0.9307792831899224,1.0,False
D83078,3,0.1984894577423514,0.9764970817397184,1.0,False
D83079,3,0.0329583161342749,0.9974009802856376,1.0,True
D83080,3,0.1008786874638011,0.5777338111264062,0.9333333333333332,False
D83081,3,0.0711351529120369,0.999998434598346,1.0,True
D83084,3,0.0543964055641375,0.5976715549645868,1.0,True
D83608,2,0.2644444767350581,0.9974415926600234,1.0,False
D83610,3,0.2455328629550152,0.9990618930720352,1.0,False
E81002,3,0.1989301701091043,0.9946897224547376,1.0,False
E81003,3,0.1873287112619844,0.998095626456701,1.0,False
E81004,2,0.1815758485594056,0.9812843396072018,1.0,False
E81005,1,-0.025023504817408,0.9954785649213616,1.0,False
E81006,3,0.2652392636772692,0.9994953764622044,1.0,False
E81007,2,0.1095039320803281,0.5294328381266578,0.5666666666666667,False
E81008,2,0.1417751421279469,0.993987124190804,1.0,False
E81009,2,0.0122098545569395,0.620612009783711,1.0,True
E81010,3,0.2555193484065179,0.9992461368212476,1.0,False
E81012,2,0.0957718087414782,0.982623133939622,1.0,False
E81013,1,-0.0518350324968424,0.629995879135614,1.0,True
E81014,3,0.1795800502067945,0.9867503497790064,1.0,False
E81015,2,0.0874165876725496,0.9684249460354784,1.0,False
E81016,1,0.1801247203970001,0.9972129991146922,1.0,False
E81018,1,-0.0371524044363998,0.5852791825501412,0.9,False
E81019,3,0.1320970014860449,0.9985042347025052,1.0,True
E81021,3,0.3499239278789317,0.9999578081455072,1.0,False
E81022,2,0.1747388681331645,0.9891497455889824,1.0,False
E81024,2,0.119727971889396,0.9805569375159274,1.0,False
E81025,1,0.0244953925095773,0.5262912384179754,0.6,False
E81026,3,0.2698644857475058,0.9995339349018256,1.0,False
E81027,3,0.0685419743135721,0.6378182562541422,1.0,True
E81028,1,0.0603463771833979,0.917388022989411,1.0,False
E81029,1,0.006649176380748,0.9245499203114166,1.0,False
E81030,1,0.114612238147079,0.9588322221156104,1.0,False
E81031,3,0.2276947445477743,0.9982664759158923,1.0,False
E81032,1,0.044971392623978,0.9938360876149556,1.0,False
E81033,2,0.163355524091707,0.9759066266710044,1.0,False
E81034,3,0.089993805455424,0.4441979660634105,0.5333333333333333,False
E81035,3,0.0859633148909542,0.5100079554384844,1.0,False
E81036,3,0.2939251505702154,0.9997139532506508,1.0,False
E81037,3,0.3295234890872294,0.9997223516528804,1.0,False
E81038,3,0.1983423771465658,0.9748738292300512,1.0,False
E81040,3,0.3181299245075675,0.9999440459161136,1.0,False
E81041,1,-0.0341378498232159,0.9098564456953292,1.0,False
E81043,3,0.3369341155168014,0.9999742940542682,1.0,False
E81044,2,0.101387113972957,0.8831275552705005,1.0,False
E81045,1,0.0119851803942975,0.8746595258374528,1.0,False
E81046,2,0.062559550859316,0.92433122024279,1.0,False
E81047,3,0.2687811849464421,0.9999090478558204,1.0,False
E81048,3,0.1800570134428223,0.6654918865734398,1.0,False
E81049,2,0.1112151012630657,0.7065047657529769,1.0,False
E81050,2,0.1017785455193652,0.9894799529637668,1.0,False
E81052,2,0.1548471511317642,0.9687266144468112,1.0,False
E81057,2,0.1740368201818874,0.9804075844019796,1.0,False
E81060,1,0.0399359358236012,0.9392915403738044,1.0,False
E81061,1,-0.0686778943347981,0.6737815120761323,1.0,True
E81063,3,0.2763146376095687,0.9957239980256084,1.0,False
E81069,2,0.0099509463196906,0.9110341994396696,1.0,False
E81073,2,0.1365421457535274,0.970009383573832,1.0,False
E81074,3,0.1644097590784745,0.9475417673493404,1.0,False
E81076,3,0.2721688326243227,0.9242498190230582,1.0,False
E81612,3,0.1128507950710912,0.7846659452251574,1.0,False
E81615,1,0.1323091568677309,0.9999999998671923,1.0,False
E81617,3,0.2355750839887896,0.8956746547796728,1.0,False
E81631,3,0.2040939296821736,0.8366858245856393,1.0,True
E81632,2,0.0923215605367611,0.9665396640384684,1.0,False
E81633,1,0.0898419784303376,0.9999665409578896,1.0,False
E81635,1,0.0173481468762151,0.9188267017908244,1.0,False
E82001,2,0.1317786210398737,0.9963485061644782,1.0,False
E82002,1,-0.0393122187078892,0.8935751670540898,1.0,False
E82004,1,0.1075124347390191,0.9999991969556908,1.0,False
E82005,3,0.0613734106679654,0.4596424539465413,0.8666666666666667,False
E82006,3,0.1460676187525504,0.9886555618495876,1.0,False
E82007,3,0.1148948717821201,0.950844514891553,1.0,False
E82008,2,0.1396251469104003,0.7996916381176604,1.0,False
E82009,1,0.0566793966566139,0.986920474300562,1.0,False
E82012,3,0.2347446034090123,0.9985837730212256,1.0,False
E82013,3,0.2925560594672526,0.9997872253508442,1.0,False
E82014,2,0.0592638645795503,0.9674382517994649,1.0,False
E82015,1,-0.0285779730474606,0.8607112616152393,1.0,True
E82017,3,0.0994948109994297,0.9152324848443684,1.0,True
E82018,2,0.1679515474387125,0.8839908936740593,1.0,True
E82019,1,0.0021183744642748,0.875867237972143,1.0,False
E82020,1,-0.0522614530268514,0.5694582924972852,0.9,False
E82021,1,0.0022758967275022,0.717601201433264,0.9666666666666668,True
E82022,2,0.0719488331565584,0.8695998523407013,1.0,False
E82023,1,-0.0544596193272036,0.9442046408280634,1.0,False
E82024,3,0.3057691435620127,0.999908152842377,1.0,False
E82027,1,0.1349795308815284,0.8151414923137963,1.0,False
E82031,1,0.1262333941583602,0.999533298262386,1.0,False
E82032,1,0.0397489410585584,0.9996435189313572,1.0,False
E82035,2,0.1622446874730378,0.9084493051533632,1.0,False
E82037,2,0.204272934009758,0.9912176620741868,1.0,False
E82038,2,0.1291490351053559,0.983476816955484,1.0,True
E82040,2,0.0587554427057606,0.9222472216587918,1.0,False
E82041,1,-0.0497917010667036,0.8068225249729503,1.0,True
E82042,3,0.2995726211777311,0.9972684526158088,1.0,False
E82043,3,0.3306896636054367,0.999968452618179,1.0,False
E82044,3,0.0806956292244818,0.6805673379050735,0.9666666666666668,False
E82045,3,0.2314813232163201,0.9882105770403622,1.0,False
E82046,3,0.1320353472205087,0.7919253026831861,1.0,False
E82050,2,0.1555089787909669,0.9729269372903852,1.0,False
E82051,3,0.2142559362508771,0.9951260257104976,1.0,False
E82053,2,0.0773563345657044,0.9748395967185882,1.0,False
E82055,3,0.1342507028893725,0.8434188084075833,1.0,False
E82056,2,0.1571432639953442,0.9800993526435868,1.0,False
E82058,1,0.069474322547484,0.9384209685271724,1.0,False
E82059,2,0.182363295226558,0.5682271712090153,0.7666666666666667,True
E82060,1,-0.0129745784274512,0.8516866259332784,1.0,False
E82061,2,0.0430314158946149,0.8953113535981083,1.0,False
E82062,3,0.1873565639469861,0.9889979107197028,1.0,False
E82063,3,0.2511470387822519,0.9953632683660436,1.0,False
E82066,2,0.0683570025189777,0.9997956499741752,1.0,True
E82067,1,0.034263130376163,0.9992475349832948,1.0,False
E82068,2,0.0751017693557794,0.9677741618368776,1.0,False
E82069,1,0.0694135574585217,0.999271076558591,1.0,False
E82070,1,0.0572241346815521,0.9999960420021904,1.0,False
E82071,2,0.1437777624304772,0.9795679808376536,1.0,False
E82073,3,0.2238375655792449,0.9911544117091587,1.0,False
E82074,3,0.0834878607074177,0.4269808131347495,0.5,True
E82075,3,0.2558106947507906,0.9997173062103822,1.0,False
E82077,1,0.0745135765404307,0.9484018408417428,1.0,False
E82078,2,0.0755833669780461,0.9434270489018316,1.0,False
E82079,1,-0.0032859137043292,0.5686125238391871,0.7666666666666667,False
E82081,2,0.0793992564023814,0.9677989759150502,1.0,False
E82082,2,0.0129214528008467,0.8733784122215571,1.0,False
E82083,3,0.1817641418548934,0.9502265197105704,1.0,False
E82084,1,-0.0298605318986246,0.8806753731917486,1.0,False
E82085,2,0.1186206929409815,0.809694647053121,1.0,True
E82086,3,0.030574695314015,0.5120887482180345,0.6,True
E82088,3,0.288563727705335,0.9996833610013892,1.0,False
E82090,3,0.0589302274984748,0.632111590573948,0.9666666666666668,False
E82091,1,0.178988981779077,0.9960363762371072,1.0,False
E82092,2,0.1076879675358768,0.9490281873876186,1.0,True
E82093,3,0.0812272821891524,0.6730245747164824,0.9666666666666668,False
E82094,2,0.248613639975051,0.6632907325060945,0.9666666666666668,True
E82096,1,0.0405799481754314,0.5513737620053145,0.6666666666666666,False
E82098,3,0.0898286317843269,0.546290255059262,0.9666666666666668,False
E82099,3,0.0167135403001778,0.8205461510496532,1.0,True
E82100,3,0.0957798716592013,0.5244342286830771,1.0,False
E82102,2,0.1931975175568349,0.99645301729903,1.0,False
E82106,3,0.2204627781413694,0.9956451524041282,1.0,False
E82107,3,0.189188147929079,0.9927989608562718,1.0,False
E82111,2,0.1918103514652912,0.9964293588113105,1.0,False
E82113,2,0.0765519197679217,0.9999430339633572,1.0,True
E82115,3,0.1245411786206777,0.7888301186881661,1.0,False
E82117,3,0.2647241725963071,0.9985856959624164,1.0,False
E82121,2,0.0242520007378994,0.7482409816973463,1.0,True
E82123,1,0.077704722557169,0.921381401548321,1.0,False
E82124,2,0.2294530357189182,0.995466387771394,1.0,False
E82129,3,0.0361261822580374,0.7287373432764946,1.0,True
E82132,2,0.112070351343463,0.6717035943491597,0.9666666666666668,False
E82133,1,-0.0570556218039672,0.6118072717969348,1.0,True
E82626,1,0.0375562315164862,0.5642782446079312,0.6666666666666666,False
E82638,2,0.1042968147637686,0.9435545007771702,1.0,False
E82643,2,0.1437378124025017,0.9770268898708,1.0,False
E82652,1,0.0480283945751885,0.9998345853692068,1.0,False
E82654,2,0.1799654024806463,0.9777503814608828,1.0,False
E82655,3,0.1976580245801952,0.9705966020522062,1.0,False
E82657,1,-0.0501772949399621,0.9987606520080672,1.0,False
E82661,1,0.0758485558445335,0.9999979655348402,1.0,False
E83003,2,0.1183868610797408,0.9734601183793696,1.0,False
E83005,3,0.2497822904851191,0.997954371926693,1.0,False
E83006,3,0.2622294883247092,0.998658526873269,1.0,False
E83007,3,0.259302162682295,0.995419977614716,1.0,False
E83008,1,-0.0106859372361382,0.9970330716981568,1.0,False
E83009,3,0.2412216012631881,0.9898829076925538,1.0,False
E83010,3,0.2307062296197087,0.8887859286842293,1.0,False
E83011,3,0.0911107723143667,0.7493010598072115,1.0,True
E83012,3,0.1261525793452061,0.9764638789690246,1.0,True
E83013,3,0.3161178574392044,0.9965671414486176,1.0,False
E83016,3,0.2523091506902294,0.9814144001232264,1.0,False
E83017,3,0.2119750566375301,0.9886526447165774,1.0,False
E83018,3,0.2704954710410434,0.9980452034744836,1.0,False
E83020,3,0.1150445913222805,0.7091927678254236,1.0,False
E83021,3,0.3158024382637301,0.9997517275194304,1.0,False
E83024,3,0.1799983820304291,0.92162757682425,1.0,False
E83025,2,0.1211099754139451,0.6261788927682683,0.9333333333333332,False
E83026,1,0.0104667103286125,0.9961124871208584,1.0,False
E83027,3,0.1996626246178293,0.939285200635568,1.0,False
E83028,1,0.0543651222077277,0.9001080617644934,1.0,False
E83030,2,0.0674358394400776,0.5847843318326222,0.8666666666666667,True
E83031,3,0.1853194475139315,0.9917102173427942,1.0,False
E83032,1,0.1269206963006789,0.9999807401021042,1.0,False
E83034,1,0.037150852777287,0.9910463997298746,1.0,False
E83035,3,0.2876597722763929,0.998876572479623,1.0,False
E83038,3,0.0450759248915489,0.9999976039822726,1.0,True
E83039,2,0.1218041538742174,0.9884817417466992,1.0,False
E83041,1,0.0837602470523794,0.959190536007852,1.0,False
E83044,1,-0.0492718841120352,0.6990617834434478,1.0,True
E83045,3,0.2850250586734426,0.9993874877162456,1.0,False
E83046,1,0.0417240684432742,0.9988522976461264,1.0,False
E83050,3,0.1530092853770013,0.9978940028639676,1.0,True
E83053,3,0.2730252207391661,0.9903476752348004,1.0,False
E83600,3,0.1246949901929114,0.9999999479575918,1.0,True
E83613,3,0.1524824889284507,0.9997098725169772,1.0,True
E83621,1,-0.0246956930505686,0.5764170153400562,1.0,False
E83622,1,0.0281532518994341,0.6708647683359178,1.0,True
E83637,2,0.0475398830614273,0.5761953500202287,0.9,True
E83638,1,0.2044434669307986,0.9998475622331312,1.0,False
E83639,3,0.2520638688458178,0.9911016500749168,1.0,False
E83649,2,0.1349724868457709,0.7471677372177693,1.0,False
E83653,1,0.1130784945906786,0.9999972930953804,1.0,False
E83668,1,0.0776929874980813,0.9626029239756626,1.0,False
E84002,1,0.124910196362483,0.7475146640546615,1.0,False
E84003,3,0.1351055038940723,0.9952529170236702,1.0,True
E84004,2,0.0864571798670708,0.9619128825074812,1.0,False
E84005,2,0.1116593189933282,0.982206499144208,1.0,False
E84006,1,-0.0645795253100653,0.956173542446369,1.0,False
E84007,1,-0.0375655796546206,0.8484761616872574,1.0,True
E84008,1,0.114573261030943,1.0,1.0,False
E84009,3,0.2433533778083964,0.9920416841676744,1.0,False
E84011,1,0.1160205419258152,0.9996049630016804,1.0,False
E84012,2,0.1075663495616346,0.9493640439657032,1.0,True
E84013,3,0.2823853070111424,0.9995517021969126,1.0,False
E84014,3,0.0717751133304904,0.5889205179208205,0.9,True
E84015,3,0.3151005632923486,0.9991866679653384,1.0,False
E84017,1,-0.0051549401806029,0.8034670350392067,1.0,False
E84018,1,0.1358567347102404,0.9994970532318423,1.0,False
E84020,3,0.1456309877508879,0.9724758673543444,1.0,True
E84021,1,0.1076654683309741,0.9999999890391962,1.0,False
E84022,1,0.2165680190733647,0.9999988976920946,1.0,False
E84024,3,0.2594170950023414,0.9996829002505572,1.0,False
E84025,3,0.07275389540578,0.493465252591827,0.7333333333333333,False
E84028,1,0.1627440866675074,0.9998743868805112,1.0,False
E84030,1,0.0634407614790033,0.968037839561904,1.0,False
E84031,3,0.2419302555423382,0.9973467809600202,1.0,False
E84032,1,0.0082321652927856,0.939291369953177,1.0,False
E84033,1,0.1008533918605767,0.9997369294147584,1.0,False
E84036,1,-0.0268473492441917,0.8531137354139778,1.0,False
E84039,1,-0.0151473360602672,0.5084166989561029,0.7333333333333333,False
E84040,1,0.2044310825225845,0.99983783564882,1.0,False
E84042,1,0.1768327544426099,0.999628562914007,1.0,False
E84044,2,0.1521535285421498,0.87076676454219,1.0,False
E84048,2,0.1163790757725867,0.95950111879832,1.0,False
E84049,3,0.0864058393267882,0.780609663438043,1.0,False
E84051,1,0.039403670773977,0.6363135784033399,1.0,True
E84053,1,0.0482423378599573,0.9999902332438636,1.0,False
E84057,2,0.1354834602847348,0.6244162339923326,1.0,True
E84058,1,0.0147801069908316,0.6993833768475041,1.0,False
E84059,1,0.107679828373336,0.970939919345971,1.0,False
E84061,3,0.2253057873135663,0.9978915227286786,1.0,False
E84062,3,0.1726493069299227,0.9594326607534612,1.0,False
E84063,1,-0.0168024970775728,0.981383007737921,1.0,False
E84066,1,0.1268014542366704,0.999999861913852,1.0,False
E84067,1,-0.041799151866487,0.867322309676577,1.0,False
E84068,3,0.1279970535239887,0.9781318023195352,1.0,False
E84069,3,0.2493107143392814,0.9936816819296728,1.0,False
E84070,1,-0.0093872995666778,0.9716600455527454,1.0,False
E84074,1,0.2569929004067612,0.9999999885243476,1.0,False
E84075,3,0.1904925369655956,0.9992831754480482,1.0,True
E84076,1,0.0951912461447938,0.9999817891649732,1.0,False
E84078,3,0.2916245991410332,0.9944736352729596,1.0,False
E84080,2,0.1144354248593911,0.8429584431151229,1.0,False
E84083,1,-0.0162080575147575,0.999722629083637,1.0,False
E84086,1,-0.01231012887222,0.9997897091777306,1.0,False
E84601,1,-0.0475074823813071,0.8184830146918474,1.0,False
E84617,1,0.2329295935440095,0.9999999983265262,1.0,False
E84620,1,0.0345044073192,0.9999998897140604,1.0,False
E84626,1,0.0640079318831221,0.9989939843710473,1.0,False
E84635,1,0.1940727986914183,0.9758862371794232,1.0,False
E84637,2,0.045401541991961,0.9999999704761257,1.0,True
E84638,3,0.0137223181140721,0.6916168245439176,1.0,True
E84645,3,0.0930905803294663,0.7593156696623565,1.0,False
E84646,1,0.1269892994839919,0.9999919290047564,1.0,False
E84647,1,0.0694391614621138,0.9878627918236372,1.0,False
E84653,1,0.1338095683501523,0.9999999982098656,1.0,False
E84656,1,0.1164011842422386,0.9631458520098878,1.0,False
E84658,1,0.0313885718891034,0.9999748460662018,1.0,False
E84663,3,0.1813822052545005,0.742041819609665,1.0,False
E84665,1,0.1549697954056088,0.999999584679718,1.0,False
E84674,1,0.17960440084612,0.9999999999998366,1.0,False
E84676,1,0.161078771719338,0.9999999974110524,1.0,False
E84678,1,0.1397770955823615,0.9999998221392852,1.0,False
E84680,1,0.239591221498163,0.9999959085281808,1.0,False
E84684,1,0.1566699780752008,0.9999997499714396,1.0,False
E84685,3,0.1617840342711212,0.9160772450166748,1.0,False
E84693,3,0.2889524993162358,0.9979365316188172,1.0,False
E84699,1,-0.0548175974111466,0.9523829225224312,1.0,True
E84701,2,0.1458008932430895,0.7644857884041188,0.9666666666666668,False
E84702,1,-0.0190108914963787,0.9999879218153762,1.0,False
E84704,1,0.091009675136042,0.99929839427502,1.0,False
E84709,1,0.1397604365401979,0.9407786780041384,1.0,False
E85001,2,0.0780748526771225,0.7407609382890801,1.0,True
E85003,3,0.1217970158797222,0.7647675596162468,1.0,False
E85004,1,0.011540553202457,0.8789848607583278,1.0,False
E85005,1,0.0494052292633736,0.9998056199359,1.0,False
E85006,3,0.2211885850268579,0.992711109144662,1.0,False
E85007,3,0.2667472760803079,0.9995919615400228,1.0,False
E85008,3,0.2166652925329581,0.9503919271039432,1.0,False
E85012,1,-0.0891963054786069,0.9686293512363244,1.0,True
E85013,2,0.2333425123468642,0.9910670607353912,1.0,False
E85014,3,0.0878378132445866,0.7784479735112152,1.0,False
E85015,3,0.0204989352758878,0.7913405791424559,1.0,True
E85016,3,0.0971263328375241,0.5852561410607992,0.9,False
E85019,3,0.3186167702265141,0.9999588796672148,1.0,False
E85020,1,0.0392638964674464,0.814428168497912,1.0,True
E85021,1,0.0762165059176299,0.999068817050368,1.0,False
E85023,3,0.1325001583461207,0.616734777443683,1.0,False
E85024,2,0.1762729739121057,0.60669876727254,0.9,False
E85025,3,0.1229007132407599,0.9994415251327912,1.0,True
E85026,2,0.2628304627438258,0.9972199418256272,1.0,False
E85028,1,0.1123738931264082,0.9948790303403044,1.0,False
E85029,1,0.1847139389401316,0.9998103759252908,1.0,False
E85030,2,0.1826527849336622,0.9964513723852112,1.0,False
E85032,1,0.0116879654306549,0.5207075185761479,0.7666666666666667,True
E85033,1,0.0190028877169664,0.9513199571597212,1.0,False
E85034,1,-0.0511563582011405,0.5255400593690583,0.4666666666666667,False
E85035,1,0.1620609972002296,0.9999999999969305,1.0,False
E85038,1,0.0651913632378956,0.8722578156034617,1.0,False
E85040,3,0.2195625307698637,0.998859320378946,1.0,False
E85041,1,-0.0272305135174977,0.7067004950519767,1.0,False
E85042,2,0.2586016964989469,0.9967740115582604,1.0,False
E85045,2,0.0705670589424817,0.6212161936894592,1.0,True
E85046,2,0.1018588693941768,0.9782115221885036,1.0,False
E85048,3,0.108375790852874,0.8930242781391972,1.0,True
E85049,1,-0.0314343284750636,0.5591369552129039,1.0,False
E85050,1,-0.0389233663243743,0.8699763482641114,1.0,True
E85051,2,0.2272853977168133,0.987207498197192,1.0,False
E85052,3,0.1187513825751114,0.788819994107383,1.0,False
E85053,3,0.1465879010852009,0.5079130543247233,0.7,True
E85054,1,0.064157536541663,0.9883482146568532,1.0,False
E85055,3,0.0049735484030712,0.8901506396038288,1.0,True
E85056,1,0.1077600963560058,0.999774193038021,1.0,False
E85057,2,0.1633110279068665,0.9955173666780152,1.0,False
E85058,2,0.1310445287312721,0.6945097822222579,0.9666666666666668,False
E85059,2,0.0903963054504687,0.5920858926665973,0.9,False
E85060,2,0.1662880909782601,0.7930161539306015,0.9666666666666668,False
E85061,1,-0.0726200635636335,0.9792658334107648,1.0,True
E85062,3,0.2092548322076092,0.7454106196056337,1.0,False
E85064,2,0.1330764015794054,0.8760157412799596,1.0,False
E85066,2,0.1762789231574349,0.526966059065706,0.5666666666666667,True
E85069,2,0.1055461948692614,0.6580250241495543,0.9333333333333332,True
E85071,1,0.0620918912891019,0.9993533020355776,1.0,False
E85074,1,0.1043478746727618,0.9999653743881528,1.0,False
E85075,3,0.1437135786801716,0.7883866482275556,1.0,False
E85077,2,0.1655778681302251,0.7535142638079693,0.9666666666666668,False
E85083,2,0.1015153177681402,0.5485523874926846,0.8,True
E85088,2,0.2180818638902751,0.9747862321624046,1.0,False
E85090,2,0.0716651358691358,0.8179544181596153,1.0,True
E85091,1,0.0370626715775496,0.9987048364322456,1.0,False
E85096,1,0.007534815968336,0.9921604860368484,1.0,False
E85098,1,-0.0627421359016607,0.7543837382161974,1.0,True
E85099,2,0.1871614599320356,0.9892335504043572,1.0,False
E85103,1,-0.0433595228130197,0.999960867177918,1.0,False
E85107,3,0.1177152692962519,0.8210037483208861,1.0,False
E85108,2,0.1048681853518401,0.9734485362624632,1.0,False
E85109,2,0.1320835663761003,0.8732948571443802,1.0,False
E85111,1,0.1412434143674594,0.9999998652171612,1.0,False
E85112,1,0.0969916848618613,0.5525764150653226,0.6333333333333333,False
E85113,2,0.135372906330214,0.5171716431235066,0.5333333333333333,True
E85114,3,0.312725911182988,0.9999015060299152,1.0,False
E85115,2,0.2316283746349658,0.990663739462872,1.0,False
E85116,1,-0.0089541005125484,0.7386976818710976,1.0,False
E85118,1,-0.0082074804886096,0.8877645495520781,1.0,True
E85119,2,0.0911837642756471,0.9246936050333172,1.0,False
E85120,3,0.2459967205114436,0.999676816589986,1.0,False
E85121,1,-0.022113039027914,0.7773209596347703,1.0,True
E85122,1,0.1166628985112238,0.9999999978650784,1.0,False
E85123,3,0.3196304096317803,0.9998523406007696,1.0,False
E85124,1,0.1933373240317882,1.0,1.0,False
E85125,3,0.112557468402312,0.7372519933000671,1.0,False
E85126,1,-0.0350028621155591,0.9858394581945682,1.0,False
E85127,3,0.25307988291434,0.9955756444583572,1.0,False
E85128,3,0.1691126159786852,0.9857564630511032,1.0,True
E85129,1,0.1822320704622548,0.998419577944016,1.0,False
E85130,1,-0.0430641620752024,0.636768074672919,1.0,False
E85600,3,0.2950574718161149,0.9999207754429672,1.0,False
E85605,3,0.2067414518836125,0.9804927623222404,1.0,False
E85623,1,-0.0095866967839498,0.6610328110804736,1.0,False
E85624,2,0.0811643917005013,0.8716743214462028,1.0,True
E85628,1,0.0407662146659119,0.5944143697885812,0.9666666666666668,True
E85633,1,0.0938933868423634,1.0,1.0,False
E85635,2,0.2297861901990013,0.988372069391005,1.0,False
E85636,2,0.0766752679508969,0.9867558552760868,1.0,False
E85640,1,0.1868137720493544,1.0,1.0,False
E85643,1,0.0400370564206531,0.923804014024766,1.0,False
E85649,1,-0.0444486431144562,0.6657665258379918,0.9666666666666668,True
E85656,1,-0.0540136581860808,0.9318362842705352,1.0,False
E85657,2,0.0711396774536561,0.9498637647941652,1.0,False
E85658,1,0.0069893161936061,0.9944835833376608,1.0,False
E85659,2,0.1291772461296089,0.9571651348336092,1.0,True
E85663,1,0.1283879798439434,0.999491038336319,1.0,False
E85677,1,0.0579595526007308,0.7912588374249971,1.0,False
E85680,3,0.2488518860352413,0.9964094531058076,1.0,False
E85681,3,0.268326312917088,0.9468961843241234,1.0,False
E85682,1,0.0595297789478739,0.9997919359399604,1.0,False
E85683,1,-0.0384208139591538,0.8082188820613295,1.0,True
E85685,3,0.2707648584229017,0.9998508479083458,1.0,False
E85687,1,0.0611476028346782,0.9954502684232336,1.0,False
E85693,3,0.1018505908576186,0.9025837102368331,1.0,False
E85694,2,0.1214142798426119,0.8907358184388062,1.0,False
E85696,3,0.179955713888352,0.6689739278580548,1.0,False
E85697,2,0.2755972556471391,0.993136389763678,1.0,False
E85699,3,0.0536209505021004,0.9543379515340256,1.0,True
E85707,2,0.1479751546502519,0.5638744449092592,0.7666666666666667,True
E85708,2,0.1700547570943817,0.9238228301442802,1.0,False
E85712,2,0.1098775192851441,0.9646709915408748,1.0,False
